Brand,Product,Price,Description,Url
ASRock,"
 A320M-HDV R4.0, mATX-emolevy
","52,90 
                                        ","AM4, AMD A320, 2 x DDR4, VGA/DVI/HDMI  
                                        ",https://jimms.fi/fi/Product/Show/151132/a320m-hdv-r4-0/asrock-a320m-hdv-r4_0-matx-emolevy
Gigabyte,"
 X570 AORUS ELITE, ATX-emolevy
","214,90 
                                        ","AM4, AMD X570, 4 x DDR4, HDMI  
                                        ",https://jimms.fi/fi/Product/Show/152010/x570-aorus-elite/gigabyte-x570-aorus-elite-atx-emolevy
Gigabyte,"
 B450M DS3H, mATX-emolevy
","79,00 
                                        ","AMD AM4, B450, 4 x DDR4, DVI/HDMI  
                                        ",https://jimms.fi/fi/Product/Show/143574/b450m-ds3h/gigabyte-b450m-ds3h-matx-emolevy
ASRock,"
 H110M-DGS R3.0, mATX-emolevy
","49,00 
                                        ","LGA1151, Intel H110, 2 x DDR4, DVI  
                                        ",https://jimms.fi/fi/Product/Show/132483/h110m-dgs-r3-0/asrock-h110m-dgs-r3_0-matx-emolevy
Asus,"
 PRIME X570-P + AMD Ryzen 5 3600 + Kingston 16GB (2x8GB) HyperX Fury DDR4 3200MHz (Bundletarjous!)
","459,90 
                                        ","Ryzen-bundle tarjoaa enemmän kuin kokonaisuutensa summan - ja vieläpä edullisemmin kuin erikseen hankittuina!  
                                        ",https://jimms.fi/fi/Product/Show/153739/px570p-3600-cl16gb/asus-prime-x570-p-amd-ryzen-5-3600-kingston-16gb-2x8gb-hyperx-fury-ddr4-3200mhz-bundletarjous
MSI,"
 MPG B550 GAMING EDGE WIFI + AMD Ryzen 7 3700X + 16GB HyperX Fury DDR4 3200MHz (Bundletarjous!)
","609,90 
                                        ","Tuoretta komponenttia kokoonpanosi päivitysprojekteihin houkuttelevaan tarjoushintaan!  
                                        ",https://jimms.fi/fi/Product/Show/164192/mb550gew-3700x-16gb/msi-mpg-b550-gaming-edge-wifi-amd-ryzen-7-3700x-16gb-hyperx-fury-ddr4-3200mhz-bundletarjous
ASRock,"
 B450M Pro4, mATX-emolevy
","84,90 
                                        ","AMD AM4, B450, 4 x DDR4, VGA/DVI/HDMI  
                                        ",https://jimms.fi/fi/Product/Show/143427/b450m-pro4/asrock-b450m-pro4-matx-emolevy
Asus,"
 ROG MAXIMUS XII HERO (WI-FI), ATX-emolevy
","449,90 
                                        ","LGA1200, Intel Z490, 4 x DDR4, 1Gb+5Gb LAN, 3 x M.2, 802.11ax + BT  
                                        ",https://jimms.fi/fi/Product/Show/161665/rog-maximus-xii-hero-wi-fi/asus-rog-maximus-xii-hero-wi-fi-atx-emolevy
Gigabyte,"
 B450 AORUS PRO, ATX-emolevy (Tarjous! Norm. 129€!)
","109,90 
                                        ","AMD AM4, B450, 4 x DDR4, DVI/HDMI  
                                        ",https://jimms.fi/fi/Product/Show/143575/b450-aorus-pro/gigabyte-b450-aorus-pro-atx-emolevy-tarjous-norm-129
ASRock,"
 Fatal1ty B450 Gaming-ITX/ac, Mini-ITX -emolevy
","119,00 
                                        ","AMD AM4, B450, 2 x DDR4, HDMI/DP, 802.11ac  
                                        ",https://jimms.fi/fi/Product/Show/143429/b450-gaming-itx-ac/asrock-fatal1ty-b450-gaming-itx-ac-mini-itx-emolevy
MSI,"
 B550M PRO-VDH WIFI, mATX-emolevy (Tarjous! Norm. 144,90€)
","134,90 
                                        ","AM4, AMD B550, 4 x DDR4, HDMI/DP/VGA, 802.11ac + BT  
                                        ",https://jimms.fi/fi/Product/Show/163079/b550m-pro-vdh-wifi/msi-b550m-pro-vdh-wifi-matx-emolevy-tarjous-norm-144_90
