Product,Price,Description,Url 
"
G.Skill 8GB (1 x 8GB), DDR3 1600MHz, SODIMM, CL11, 1.5V
","50,00 
                                        ",,jimms.fi/fi/Product/Show/80825/fa-1600c11s-8gsq/g-skill-8gb-1-x-8gb-ddr3-1600mhz-sodimm-cl11-1_5v
"
Kingston 8GB HyperX Fury, DDR3 1333MHz, CL9, 1.5V, punainen
","50,00 
                                        ",,jimms.fi/fi/Product/Show/95937/hx313c9fr-8/kingston-8gb-hyperx-fury-ddr3-1333mhz-cl9-1_5v-punainen
"
Team Group 32GB (2x16GB) Delta Series, DDR4 3000MHz, CL16, 1.35V, musta/punainen
","289,00 
                                        ","Punainen LED-valaisu!  
                                        ",jimms.fi/fi/Product/Show/141340/tdtrd432g3000hc16cdc01/team-group-32gb-2x16gb-delta-series-ddr4-3000mhz-cl16-1_35v-musta-punainen
"
Corsair 32GB (2 x 16GB) Vengeance RGB PRO, 3466MHz, CL16, 1.35V, musta
","254,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/144940/cmw32gx4m2c3466c16/corsair-32gb-2-x-16gb-vengeance-rgb-pro-3466mhz-cl16-1_35v-musta
"
Corsair 64GB (4 x 16GB) Vengeance RGB PRO, 2666MHz, CL16, 1.20V, musta
","321,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/144942/cmw64gx4m4a2666c16/corsair-64gb-4-x-16gb-vengeance-rgb-pro-2666mhz-cl16-1_20v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 3000MHz, CL16, 1.35V, hopea
","133,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/147594/f4-3000c16d-16gtrs/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-3000mhz-cl16-1_35v-hopea
"
Crucial 4GB (1 x 4GB), DDR3 1066MHz, SODIMM, CL7
","39,00 
                                        ",,jimms.fi/fi/Product/Show/147768/ct4g3s1067m/crucial-4gb-1-x-4gb-ddr3-1066mhz-sodimm-cl7
"
Crucial 16GB (2 x 8GB) Ballistix Elite, DDR4 4000MHz, CL18, 1.35V, musta
","319,00 
                                        ","Eliitin muistivalinta!  
                                        ",jimms.fi/fi/Product/Show/152824/ble2k8g4d40beeak/crucial-16gb-2-x-8gb-ballistix-elite-ddr4-4000mhz-cl18-1_35v-musta
"
Corsair 64GB (8 x 8GB) Dominator Platinum RGB, DDR4 3000MHz, CL15, 1.35V, musta
","557,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/153125/cmt64gx4m8x3000c15/corsair-64gb-8-x-8gb-dominator-platinum-rgb-ddr4-3000mhz-cl15-1_35v-musta
"
Kingston 8GB (1x8GB) HyperX Fury, DDR4 3466MHz, CL16, 1.35V, musta
","53,00 
                                        ",,jimms.fi/fi/Product/Show/153620/hx434c16fb3-8/kingston-8gb-1x8gb-hyperx-fury-ddr4-3466mhz-cl16-1_35v-musta
"
Kingston 16 GB (1 x 16GB) ValueRAM, DDR4 3200MHz, CL22, 1.2V, vihreä
","73,00 
                                        ",,jimms.fi/fi/Product/Show/155442/kvr32n22d8-16/kingston-16-gb-1-x-16gb-valueram-ddr4-3200mhz-cl22-1_2v-vihrea
"
Crucial 32GB (2 x 16GB) Ballistix White, DDR4 2666MHz, CL16, 1.35V, valkoinen
","159,00 
                                        ","Muistipuoli kuntoon Crucialin avulla!  
                                        ",jimms.fi/fi/Product/Show/158710/bl2k16g26c16u4w/crucial-32gb-2-x-16gb-ballistix-white-ddr4-2666mhz-cl16-1_35v-valkoinen
"
Crucial 32GB (2 x 16GB) Ballistix RGB Black, DDR4 3000MHz, CL15, 1.35V, musta
","199,00 
                                        ","Muistipuoli kuntoon Crucialin avulla! | RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/158730/bl2k16g30c15u4bl/crucial-32gb-2-x-16gb-ballistix-rgb-black-ddr4-3000mhz-cl15-1_35v-musta
"
Crucial 32GB (2 x 16GB) Ballistix RGB White, DDR4 3000MHz, CL15, 1.35V, valkoinen
","199,00 
                                        ","Muistipuoli kuntoon Crucialin avulla! | RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/158738/bl2k16g30c15u4wl/crucial-32gb-2-x-16gb-ballistix-rgb-white-ddr4-3000mhz-cl15-1_35v-valkoinen
"
Kingston 24GB (3 x 8GB), DDR3 1333MHz, CL9, 1.5V
","131,00 
                                        ",,jimms.fi/fi/Product/Show/81162/kvr13n9k3-24/kingston-24gb-3-x-8gb-ddr3-1333mhz-cl9-1_5v
"
Kingston 16GB (2x8GB)HyperX Fury, DDR3 1333MHz, CL9, 1.5V, punainen
","90,00 
                                        ",,jimms.fi/fi/Product/Show/95945/hx313c9frk2-16/kingston-16gb-2x8gb-hyperx-fury-ddr3-1333mhz-cl9-1_5v-punainen
"
Kingston 4GB HyperX Fury, DDR3 1600MHz, CL10, 1.5V, valkoinen
","28,00 
                                        ",,jimms.fi/fi/Product/Show/95947/hx316c10fw-4/kingston-4gb-hyperx-fury-ddr3-1600mhz-cl10-1_5v-valkoinen
"
Kingston 8GB (2x4GB) HyperX Fury, DDR3 1600MHz, CL10, 1.5V, valkoinen
","52,00 
                                        ",,jimms.fi/fi/Product/Show/95958/hx316c10fwk2-8/kingston-8gb-2x4gb-hyperx-fury-ddr3-1600mhz-cl10-1_5v-valkoinen
"
Kingston 8GB HyperX Fury, DDR3 1866MHz, CL10, 1.5V, valkoinen
","47,00 
                                        ",,jimms.fi/fi/Product/Show/96000/hx318c10fw-8/kingston-8gb-hyperx-fury-ddr3-1866mhz-cl10-1_5v-valkoinen
"
G.Skill 4GB (1 x 4GB), DDR3 1333MHz, SODIMM CL9, 1.5V
","25,00 
                                        ",,jimms.fi/fi/Product/Show/99614/f3-10666cl9s-4gbsq/g-skill-4gb-1-x-4gb-ddr3-1333mhz-sodimm-cl9-1_5v
"
G.Skill 8GB (2 x 4GB), DDR3 1333MHz, CL9, 1.5V
","44,00 
                                        ",,jimms.fi/fi/Product/Show/99627/f3-1333c9d-8gns/g-skill-8gb-2-x-4gb-ddr3-1333mhz-cl9-1_5v
"
Kingston 2GB (1 x 2GB), DDR3 1333MHz, SODIMM, CL9, 1.35V
","15,00 
                                        ",,jimms.fi/fi/Product/Show/99876/kvr13ls9s6-2/kingston-2gb-1-x-2gb-ddr3-1333mhz-sodimm-cl9-1_35v
"
G.Skill 32GB (4 x 8GB), DDR4 2666MHz, CL15, 1.2V
","164,00 
                                        ",,jimms.fi/fi/Product/Show/107857/f4-2666c15q-32grr/g-skill-32gb-4-x-8gb-ddr4-2666mhz-cl15-1_2v
"
Corsair 32GB (2x16GB) Dominator Platinum, DDR4 2666MHz, CL15, 1.2V
","213,00 
                                        ",,jimms.fi/fi/Product/Show/116883/cmd32gx4m2a2666c15/corsair-32gb-2x16gb-dominator-platinum-ddr4-2666mhz-cl15-1_2v
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 3466MHz, 1.35V
","103,00 
                                        ","Tyylikäs hopea/musta väritys!  
                                        ",jimms.fi/fi/Product/Show/122305/f4-3466c16d-16gtzsk/g-skill-16gb-2-x-8gb-trident-z-ddr4-3466mhz-1_35v
"
Corsair 32GB (2x16GB) Vengeance LED, DDR4 3000MHz, CL15, 1.35V
","295,00 
                                        ","Näyttävät ja suorituskykyiset muistit Corsairilta! Punainen LED-valaisu!  
                                        ",jimms.fi/fi/Product/Show/122421/cmu32gx4m2c3000c15r/corsair-32gb-2x16gb-vengeance-led-ddr4-3000mhz-cl15-1_35v
"
Kingston 64GB (4 x 16GB) HyperX Impact, DDR4 SODIMM 260-pin, 2400MHz, CL15, 1.2V
","268,00 
                                        ",,jimms.fi/fi/Product/Show/126571/hx424s15ibk4-64/kingston-64gb-4-x-16gb-hyperx-impact-ddr4-sodimm-260-pin-2400mhz-cl15-1_2v
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 3000MHz, CL14, 1.35V
","132,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/127078/f4-3000c14d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-3000mhz-cl14-1_35v
"
Corsair 16GB (2x8GB) Vengeance, DDR4 4000MHz, CL19, 1.35V, punainen
","249,00 
                                        ",,jimms.fi/fi/Product/Show/130809/cmk16gx4m2e4000c19r/corsair-16gb-2x8gb-vengeance-ddr4-4000mhz-cl19-1_35v-punainen
"
G.Skill 128GB (8 x 16GB) Trident Z RGB, DDR4 2933MHz, CL16, 1.35V
","951,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/135279/f4-2933c16q2-128gtzrx/g-skill-128gb-8-x-16gb-trident-z-rgb-ddr4-2933mhz-cl16-1_35v
"
G.Skill 16GB (2 x 8GB) Trident Z RGB, DDR4 2400MHz, CL15, 1.20V
","100,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/135286/f4-2400c15d-16gtzrx/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-2400mhz-cl15-1_20v
"
Crucial 16GB (4 x 4GB) Ballistix Elite, DDR4 3200MHz, CL16, 1.35V
","199,00 
                                        ",,jimms.fi/fi/Product/Show/147806/ble4k4g4d32aeea/crucial-16gb-4-x-4gb-ballistix-elite-ddr4-3200mhz-cl16-1_35v
"
Kingston 64GB (4x16GB) HyperX Predator, DDR4 3333MHz, CL16, 1.35V
","321,00 
                                        ",,jimms.fi/fi/Product/Show/151800/hx433c16pb3k4-64/kingston-64gb-4x16gb-hyperx-predator-ddr4-3333mhz-cl16-1_35v
"
G.Skill 64GB (4 x 16GB) Trident Z Neo DDR4 2666MHz, CL18, 1.20V, musta/hopea
","342,00 
                                        ","AMD Ryzen 3000 -sarjan prosessoreille ja AMD X570 -piirisarjan emolevyille optimoitu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/152652/f4-2666c18q-64gtzn/g-skill-64gb-4-x-16gb-trident-z-neo-ddr4-2666mhz-cl18-1_20v-musta-hopea
"
Kingston 64GB (4x16GB) HyperX Fury, DDR4 3000MHz, CL15, 1.35V, musta
","286,00 
                                        ",,jimms.fi/fi/Product/Show/153611/hx430c15fb3k4-64/kingston-64gb-4x16gb-hyperx-fury-ddr4-3000mhz-cl15-1_35v-musta
"
Kingston 16GB (1x16GB) HyperX Fury RGB, DDR4 2400MHz, CL15, 1.2V, musta
","76,00 
                                        ","Päästä tyylisi valloilleen. Päästä FURY-tyyli valloilleen.  
                                        ",jimms.fi/fi/Product/Show/153853/hx424c15fb3a-16/kingston-16gb-1x16gb-hyperx-fury-rgb-ddr4-2400mhz-cl15-1_2v-musta
"
Kingston 4 GB (1 x 4GB) ValueRAM VLP, DDR4 2400MHz, CL17, 1.2V, vihreä
","32,00 
                                        ",,jimms.fi/fi/Product/Show/155441/kvr24n17s8l-4/kingston-4-gb-1-x-4gb-valueram-vlp-ddr4-2400mhz-cl17-1_2v-vihrea
"
Kingston 8GB (1 x 8GB) HyperX FURY DDR4, 3733MHz, CL19, 1.35V, musta
","56,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/157830/hx437c19fb3-8/kingston-8gb-1-x-8gb-hyperx-fury-ddr4-3733mhz-cl19-1_35v-musta
"
Kingston 16GB (1 x 16GB) DDR4 2400MHz, ECC, CL17, 1.20V
","98,00 
                                        ",,jimms.fi/fi/Product/Show/157861/kth-pl424s-16g/kingston-16gb-1-x-16gb-ddr4-2400mhz-ecc-cl17-1_20v
"
Corsair 32GB (2 x 16GB) Vengeance RGB PRO, DDR4 3600MHz, CL20, 1.35V, musta
","201,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/162293/cmw32gx4m2z3600c20/corsair-32gb-2-x-16gb-vengeance-rgb-pro-ddr4-3600mhz-cl20-1_35v-musta
"
Corsair 64GB (2 x 32GB) Dominator Platinum RGB, DDR4 3200MHz, CL16, 1.35V, musta
","440,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/162794/cmt64gx4m2c3200c16/corsair-64gb-2-x-32gb-dominator-platinum-rgb-ddr4-3200mhz-cl16-1_35v-musta
"
Kingston 32GB (2 x 16GB) HyperX FURY DDR4, 3466MHz, CL17, 1.35V, musta
","172,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/163933/hx434c17fb4k2-32/kingston-32gb-2-x-16gb-hyperx-fury-ddr4-3466mhz-cl17-1_35v-musta
"
Kingston 64GB (4 x 16GB) HyperX FURY DDR4, 2400MHz, CL15, 1.20V, musta
","260,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/163935/hx424c15fb4k4-64/kingston-64gb-4-x-16gb-hyperx-fury-ddr4-2400mhz-cl15-1_20v-musta
"
Kingston 64GB (4 x 16GB) HyperX FURY DDR4, 2600MHz, CL16, 1.20V, musta
","260,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/163936/hx426c16fb4k4-64/kingston-64gb-4-x-16gb-hyperx-fury-ddr4-2600mhz-cl16-1_20v-musta
"
Kingston 64GB (4 x 16GB) HyperX FURY DDR4, 3200MHz, CL16, 1.35V, musta
","288,00 
                                        ","Vapauta tyylisi. Vapauta FURYsi.  
                                        ",jimms.fi/fi/Product/Show/163938/hx432c16fb4k4-64/kingston-64gb-4-x-16gb-hyperx-fury-ddr4-3200mhz-cl16-1_35v-musta
"
Kingston 8GB, DDR3 1333MHz SO-DIMM, CL9
","47,00 
                                        ",,jimms.fi/fi/Product/Show/72486/kvr1333d3s9-8g/kingston-8gb-ddr3-1333mhz-so-dimm-cl9
"
Kingston 8GB HyperX Fury, DDR3 1866MHz, CL10, 1.5V, sininen
","50,00 
                                        ",,jimms.fi/fi/Product/Show/96003/hx318c10f-8/kingston-8gb-hyperx-fury-ddr3-1866mhz-cl10-1_5v-sininen
"
Kingston 16GB (1x16GB) HyperX Predator, DDR4 2400MHz, CL12, 1.35V
","78,00 
                                        ",,jimms.fi/fi/Product/Show/131328/hx424c12pb3-16/kingston-16gb-1x16gb-hyperx-predator-ddr4-2400mhz-cl12-1_35v
"
Crucial 64GB (2 x 32GB) Ballistix RGB White, DDR4 3200MHz, CL16, 1.35V, valkoinen
","429,00 
                                        ","Muistipuoli kuntoon Crucialin avulla! | RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/158741/bl2k32g32c16u4wl/crucial-64gb-2-x-32gb-ballistix-rgb-white-ddr4-3200mhz-cl16-1_35v-valkoinen
"
Kingston 16GB (1 x 16GB) Server Premier, DDR4 2400MHz, SO-DIMM, CL17, 1.20V
","95,00 
                                        ",,jimms.fi/fi/Product/Show/160889/ksm24sed8-16me/kingston-16gb-1-x-16gb-server-premier-ddr4-2400mhz-so-dimm-cl17-1_20v
"
G.Skill 4GB (1 x 4GB), DDR3 1600MHz, SODIMM, CL9, 1.5V
","24,00 
                                        ",,jimms.fi/fi/Product/Show/80772/f3-12800cl9s-4gbsq/g-skill-4gb-1-x-4gb-ddr3-1600mhz-sodimm-cl9-1_5v
"
Corsair 8GB (2 x 4GB) Vengeance Pro DDR3 1600MHz, 9-9-9-24, 1.5V
","63,00 
                                        ",,jimms.fi/fi/Product/Show/84162/cmy8gx3m2a1600c9/corsair-8gb-2-x-4gb-vengeance-pro-ddr3-1600mhz-9-9-9-24-1_5v
"
Kingston 16GB (2x8GB)HyperX Fury, DDR3 1333MHz, CL9, 1.5V, sininen
","90,00 
                                        ",,jimms.fi/fi/Product/Show/95946/hx313c9fk2-16/kingston-16gb-2x8gb-hyperx-fury-ddr3-1333mhz-cl9-1_5v-sininen
"
Kingston 16GB (2x8GB) HyperX Fury, DDR3 1600MHz, CL10, 1.5V, valkoinen
","96,00 
                                        ",,jimms.fi/fi/Product/Show/95961/hx316c10fwk2-16/kingston-16gb-2x8gb-hyperx-fury-ddr3-1600mhz-cl10-1_5v-valkoinen
"
Kingston 16GB (2x8GB) HyperX Fury, DDR3 1600MHz, CL10, 1.5V, punainen
","88,00 
                                        ",,jimms.fi/fi/Product/Show/95963/hx316c10frk2-16/kingston-16gb-2x8gb-hyperx-fury-ddr3-1600mhz-cl10-1_5v-punainen
"
Crucial 1GB (2 x 0.5GB), DDR 400MHz, CL3, 2.6V
","44,90 
                                        ",,jimms.fi/fi/Product/Show/99544/ct2kit6464z40b/crucial-1gb-2-x-0_5gb-ddr-400mhz-cl3-2_6v
"
G.Skill 16GB (2 x 8GB), DDR3 1333MHz, SODIMM, 1.35V
","88,00 
                                        ",,jimms.fi/fi/Product/Show/99624/f3-1333c9d-16gsl/g-skill-16gb-2-x-8gb-ddr3-1333mhz-sodimm-1_35v
"
G.Skill 8GB (2 x 4GB), DDR3 1600MHz, CL11, 1.5V
","45,00 
                                        ",,jimms.fi/fi/Product/Show/99643/f3-1600c11d-8gns/g-skill-8gb-2-x-4gb-ddr3-1600mhz-cl11-1_5v
"
G.Skill 8GB (2 x 4GB), DDR3 1600MHz, SODIMM CL11, 1.35V
","45,00 
                                        ",,jimms.fi/fi/Product/Show/99645/f3-1600c11d-8gsl/g-skill-8gb-2-x-4gb-ddr3-1600mhz-sodimm-cl11-1_35v
"
Corsair 16GB (4 x 4GB) Vengeance LPX Black, DDR4 2400MHz, 1.2V
","95,00 
                                        ",,jimms.fi/fi/Product/Show/108335/cmk16gx4m4a2400c14/corsair-16gb-4-x-4gb-vengeance-lpx-black-ddr4-2400mhz-1_2v
"
Corsair 32GB (4 x 8GB), Vengeance LPX, Blue, DDR4, 2400MHz, 1.2V
","200,00 
                                        ",,jimms.fi/fi/Product/Show/110226/cmk32gx4m4a2400c14b/corsair-32gb-4-x-8gb-vengeance-lpx-blue-ddr4-2400mhz-1_2v
"
G.Skill 16GB (4x4GB), Ripjaws V, DDR4 3600MHz, CL17
","261,00 
                                        ",,jimms.fi/fi/Product/Show/115208/f4-3600c17q-16gvk/g-skill-16gb-4x4gb-ripjaws-v-ddr4-3600mhz-cl17
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 3200MHz, 1.35V
","144,00 
                                        ","Tyylikäs hopea/musta väritys!  
                                        ",jimms.fi/fi/Product/Show/122296/f4-3200c15d-16gtzsk/g-skill-16gb-2-x-8gb-trident-z-ddr4-3200mhz-1_35v
"
G.Skill 32GB (4 x 8GB) Trident Z RGB, DDR4 3000MHz, CL14, 1.35V
","292,00 
                                        ","Näyttävä RGB-valaistu muistikitti!  
                                        ",jimms.fi/fi/Product/Show/127087/f4-3000c14q-32gtzr/g-skill-32gb-4-x-8gb-trident-z-rgb-ddr4-3000mhz-cl14-1_35v
"
Corsair 64GB (8 x 8GB) Vengeance RGB, DDR4 2666MHz, CL16, 1.20V
","690,00 
                                        ","Näyttävät ja suorituskykyiset muistit Corsairilta!  
                                        ",jimms.fi/fi/Product/Show/129832/cmr64gx4m8a2666c16/corsair-64gb-8-x-8gb-vengeance-rgb-ddr4-2666mhz-cl16-1_20v
"
G.Skill 64GB (8 x 8GB) Trident Z RGB, DDR4 3000MHz, CL14, 1.35V
","532,00 
                                        ","Näyttävä RGB-valaistu muistikitti  
                                        ",jimms.fi/fi/Product/Show/130118/f4-3000c14q2-64gtzr/g-skill-64gb-8-x-8gb-trident-z-rgb-ddr4-3000mhz-cl14-1_35v
"
Corsair 16GB (2x8GB) Vengeance LED, DDR4, 2666MHz, CL16, 1.2V
","123,00 
                                        ","Näyttävät ja suorituskykyiset muistit Corsairilta! Sininen LED-valaisu!  
                                        ",jimms.fi/fi/Product/Show/133866/cmu16gx4m2a2666c16b/corsair-16gb-2x8gb-vengeance-led-ddr4-2666mhz-cl16-1_2v
"
Fujitsu 8GB DDR4 2400 DIMM -muistikampa, Fujitsu Esprimo & Celsius
","159,00 
                                        ",,jimms.fi/fi/Product/Show/137734/s26361-f3395-l4/fujitsu-8gb-ddr4-2400-dimm-muistikampa-fujitsu-esprimo-celsius
"
Corsair 32GB (2x16GB) Vengeance LED, DDR4 3200MHz, CL16, 1.35V
","488,00 
                                        ","Näyttävät ja suorituskykyiset muistit Corsairilta! Sininen LED-valaisu!  
                                        ",jimms.fi/fi/Product/Show/138680/cmu32gx4m2d3200c16b/corsair-32gb-2x16gb-vengeance-led-ddr4-3200mhz-cl16-1_35v
"
Dell 16GB (1x16GB) DDR4 2400MHz, 1.2V
","209,00 
                                        ",,jimms.fi/fi/Product/Show/139091/a9321912/dell-16gb-1x16gb-ddr4-2400mhz-1_2v
"
Kingston 32GB (4 x 8GB) HyperX Predator RGB, DDR4 2933MHz, CL15, musta
","203,00 
                                        ","Näyttävän edgyä memmiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/141387/hx429c15pb3ak4-32/kingston-32gb-4-x-8gb-hyperx-predator-rgb-ddr4-2933mhz-cl15-musta
"
Corsair 32GB (4 x 8GB) Vengeance LPX, DDR4 2933MHz, CL16, 1.35V, musta
","219,00 
                                        ","Muistipuoli kuntoon Corsairin avulla!  
                                        ",jimms.fi/fi/Product/Show/141871/cmk32gx4m4z2933c16/corsair-32gb-4-x-8gb-vengeance-lpx-ddr4-2933mhz-cl16-1_35v-musta
"
Lenovo 16GB (1 x 16GB) DDR3L 1066MHz, ECC, CL7, 1.35V
","119,00 
                                        ",,jimms.fi/fi/Product/Show/142030/49y1400/lenovo-16gb-1-x-16gb-ddr3l-1066mhz-ecc-cl7-1_35v
"
Corsair 64GB (8 x 8GB) Vengeance RGB PRO, DDR4 3600MHz, CL18, 1.35V, valkoinen
","682,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/142693/cmw64gx4m8x3600c18w/corsair-64gb-8-x-8gb-vengeance-rgb-pro-ddr4-3600mhz-cl18-1_35v-valkoinen
"
Corsair 64GB (8 x 8GB) Vengeance RGB PRO, DDR4 3200MHz, CL16, 1.35V, musta
","415,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/142698/cmw64gx4m8c3200c16/corsair-64gb-8-x-8gb-vengeance-rgb-pro-ddr4-3200mhz-cl16-1_35v-musta
"
Corsair 64GB (8 x 8GB) Vengeance RGB PRO, DDR4 2666MHz, CL16, 1.20V, musta
","428,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/142710/cmw64gx4m8a2666c16/corsair-64gb-8-x-8gb-vengeance-rgb-pro-ddr4-2666mhz-cl16-1_20v-musta
"
Synology 4GB (1 x 4GB) DDR4 2133MHz, SO-DIMM, 1.20V
","137,00 
                                        ","HUOM! Yhteensopiva ainoastaan DiskStation DS1618+ kanssa!  
                                        ",jimms.fi/fi/Product/Show/144546/d4ns2133-4g/synology-4gb-1-x-4gb-ddr4-2133mhz-so-dimm-1_20v
"
Kingston 16GB (1 x 16GB) Server Premier, DDR4 2400MHz, ECC, CL17, 1.20V
","108,00 
                                        ",,jimms.fi/fi/Product/Show/146843/ksm24rs4-16hai/kingston-16gb-1-x-16gb-server-premier-ddr4-2400mhz-ecc-cl17-1_20v
"
Corsair 32GB (2 x 16GB) Vengeance RGB PRO, DDR4 2933MHz, CL16, 1.35V, musta
","167,00 
                                        ","Tyrmäävä RGB-valaisu, iskevä design ja ylivertainen ylikellotus samassa paketissa!  
                                        ",jimms.fi/fi/Product/Show/147029/cmw32gx4m2z2933c16/corsair-32gb-2-x-16gb-vengeance-rgb-pro-ddr4-2933mhz-cl16-1_35v-musta
"
G.Skill 16GB (2 x 8GB) Trident Z Royal, DDR4 4266MHz, CL19, 1.40V, kulta
","241,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/147605/f4-4266c19d-16gtrg/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-4266mhz-cl19-1_40v-kulta
"
Crucial 8GB (2 x 4GB) Ballistix Elite, DDR4 3000MHz, CL15, 1.35V
","89,00 
                                        ",,jimms.fi/fi/Product/Show/147793/ble2k4g4d30aeea/crucial-8gb-2-x-4gb-ballistix-elite-ddr4-3000mhz-cl15-1_35v
"
Crucial 32GB (4 x 8GB) Ballistix Elite, DDR4 3000MHz, CL15, 1.35V
","319,00 
                                        ",,jimms.fi/fi/Product/Show/147803/ble4k8g4d30aeea/crucial-32gb-4-x-8gb-ballistix-elite-ddr4-3000mhz-cl15-1_35v
"
Kingston 32GB (4 x 8GB) HyperX Predator RGB, DDR4 3000MHz, CL15, musta
","192,00 
                                        ","Metsästä saalistasi tyrmäävän upean RGB-tyylin siivittämänä!  
                                        ",jimms.fi/fi/Product/Show/148813/hx430c15pb3ak4-32/kingston-32gb-4-x-8gb-hyperx-predator-rgb-ddr4-3000mhz-cl15-musta
"
Corsair 32GB (4 x 8GB) Dominator Platinum RGB, DDR4 3000MHz, CL15, 1.35V, musta
","249,00 
                                        ","Näyttävä ja suorituskykyinen muistisarja!  
                                        ",jimms.fi/fi/Product/Show/149169/cmt32gx4m4c3000c15/corsair-32gb-4-x-8gb-dominator-platinum-rgb-ddr4-3000mhz-cl15-1_35v-musta
"
Crucial 16GB (1 x 16GB) DDR4 2400MHz, SO-DIMM, CL17, 1.20V
","79,00 
                                        ","Memory for Mac!  
                                        ",jimms.fi/fi/Product/Show/150675/ct16g4s24am/crucial-16gb-1-x-16gb-ddr4-2400mhz-so-dimm-cl17-1_20v
"
G.Skill 32GB (2 x 16GB) Trident Z Royal, DDR4 3000MHz, CL16, 1.35V, hopea
","192,00 
                                        ","Lisää aimo annos kuninkaallista blingiä kokoonpanoosi!  
                                        ",jimms.fi/fi/Product/Show/151539/f4-3000c16d-32gtrs/g-skill-32gb-2-x-16gb-trident-z-royal-ddr4-3000mhz-cl16-1_35v-hopea
"
G.Skill 16GB (2 x 8GB) Trident Z, DDR4 4500MHz, CL19, 1.45V, harmaa/valkoinen
","433,00 
                                        ","Äärimmäistä DDR4-suorituskykyä!  
                                        ",jimms.fi/fi/Product/Show/152143/f4-4500c19d-16gtzswe/g-skill-16gb-2-x-8gb-trident-z-ddr4-4500mhz-cl19-1_45v-harmaa-valkoinen
"
Kingston 16GB (1 x 16GB) DDR4 2400MHz, ECC, CL17, 1.20V
","102,00 
                                        ",,jimms.fi/fi/Product/Show/152263/ksm24rs4-16mei/kingston-16gb-1-x-16gb-ddr4-2400mhz-ecc-cl17-1_20v
"
Kingston 32GB (2x16GB) HyperX Fury, DDR4 2400MHz, CL15, 1.2V, musta
","171,00 
                                        ",,jimms.fi/fi/Product/Show/153592/hx424c15fb3k2-32/kingston-32gb-2x16gb-hyperx-fury-ddr4-2400mhz-cl15-1_2v-musta
"
Kingston 64GB (4x16GB) HyperX Fury, DDR4 2400MHz, CL15, 1.2V, musta
","268,00 
                                        ",,jimms.fi/fi/Product/Show/153593/hx424c15fb3k4-64/kingston-64gb-4x16gb-hyperx-fury-ddr4-2400mhz-cl15-1_2v-musta
