Product,Price,Description,Url 
"
Thermaltake V250 TG ARGB, ikkunallinen ATX-miditornikotelo, musta
","109,90 
                                        ","Komponentit valmiiksi kokoonpanoksi valjastaa Thermaltake!  
                                        ",jimms.fi/fi/Product/Show/163065/ca-1q5-00m1wn-00/thermaltake-v250-tg-argb-ikkunallinen-atx-miditornikotelo-musta
"
Deepcool Baronkase Liquid, ikkunallinen mATX -kotelo vesijäähdytyksellä, valkoinen/musta
","166,90 
                                        ","Näyttävä kotelovaihtoehto esiasennetulla vesijäähdytysratkaisulla!  
                                        ",jimms.fi/fi/Product/Show/137655/dp-matx-bnkswh-lqd/deepcool-baronkase-liquid-ikkunallinen-matx-kotelo-vesijaahdytyksella-valkoinen-musta
"
MSI MPG SEKIRA 500G, ikkunallinen E-ATX -miditornikotelo, musta
","209,00 
                                        ","Dominoi pimeyttä!  
                                        ",jimms.fi/fi/Product/Show/157414/306-7g05g21-w57/msi-mpg-sekira-500g-ikkunallinen-e-atx-miditornikotelo-musta
"
Phanteks Enthoo Pro, ikkunallinen ATX-tornikotelo, valkoinen
","139,00 
                                        ",,jimms.fi/fi/Product/Show/99278/ph-es614p-wt/phanteks-enthoo-pro-ikkunallinen-atx-tornikotelo-valkoinen
"
Corsair Carbide 400C Clear, ikkunallinen ATX-miditornikotelo, valkoinen
","109,00 
                                        ",,jimms.fi/fi/Product/Show/122372/cc-9011095-ww/corsair-carbide-400c-clear-ikkunallinen-atx-miditornikotelo-valkoinen
"
Lian Li PC-O9WX, ikkunallinen miditornikotelo, musta
","479,00 
                                        ","Näyttävä kotelovaihtoehto, joka tarjoaa karkaistusta lasista valmistetut paneelit edessä ja sivulla!  
                                        ",jimms.fi/fi/Product/Show/124240/pc-o9wx/lian-li-pc-o9wx-ikkunallinen-miditornikotelo-musta
"
Antec Cube Special-Edition by Razer -Mini-ITX kotelo, musta
","242,00 
                                        ",,jimms.fi/fi/Product/Show/130986/0-761345-00168-7/antec-cube-special-edition-by-razer-mini-itx-kotelo-musta
"
SilentiumPC Armis AR5X TG RGB, ikkunallinen ATX-kotelo, musta
","119,00 
                                        ","Hemmottele kokoonpanoasi tarjoamalle sille näyttävä majatalo!  
                                        ",jimms.fi/fi/Product/Show/150216/spc212/silentiumpc-armis-ar5x-tg-rgb-ikkunallinen-atx-kotelo-musta
"
Lian Li PC-O7SX ATX-kotelo ikkunoilla, musta
","449,90 
                                        ",,jimms.fi/fi/Product/Show/117100/pc-o7sx/lian-li-pc-o7sx-atx-kotelo-ikkunoilla-musta
"
Lian Li PC-O6SX, ikkunallinen mATX -kotelo, musta
","382,90 
                                        ","Laadukas alumiininen koteloratkaisu!  
                                        ",jimms.fi/fi/Product/Show/136124/pc-o6sx/lian-li-pc-o6sx-ikkunallinen-matx-kotelo-musta
"
In Win A1, ikkunallinen Mini-ITX -kotelo, valkoinen
","209,90 
                                        ","Hienoa yksityiskohtaisuutta katosta pohjaan saakka! | Sis. 600W virtalähteen!  
                                        ",jimms.fi/fi/Product/Show/143451/a1-white/in-win-a1-ikkunallinen-mini-itx-kotelo-valkoinen
"
NZXT H200, ikkunallinen Mini-ITX -kotelo, mattamusta/sininen
","89,90 
                                        ","Näyttävä H200 tarjoaa erinomaisen kodin kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/142640/ca-h200b-bl/nzxt-h200-ikkunallinen-mini-itx-kotelo-mattamusta-sininen
"
SilverStone Lucid Series LD01, ikkunallinen mATX-kotelo, musta
","105,00 
                                        ","Selkeä valinta koteloksesi!  
                                        ",jimms.fi/fi/Product/Show/143075/sst-ld01b/silverstone-lucid-series-ld01-ikkunallinen-matx-kotelo-musta
"
Zalman Z7 Neo, ikkunallinen ATX-miditornikotelo, musta
","73,90 
                                        ","Zalman tarjoaa näyttävän kodin komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/153899/z7-neo/zalman-z7-neo-ikkunallinen-atx-miditornikotelo-musta
"
Jonsbo T8 Red, ikkunallinen Mini-ITX -kotelo, punainen
","94,90 
                                        ","Näppärä pikkukotelo käytännöllisellä kahvalla varustettuna!  
                                        ",jimms.fi/fi/Product/Show/162316/t8-red/jonsbo-t8-red-ikkunallinen-mini-itx-kotelo-punainen
"
Fractal Design ARC Mini R2, mATX-kotelo, musta
","89,00 
                                        ",,jimms.fi/fi/Product/Show/82977/fd-ca-arc-mini-r2-bl-w/fractal-design-arc-mini-r2-matx-kotelo-musta
"
Corsair Graphite Series 760T Arctic White, ikkunallinen ATX Full-tornikotelo, valkoinen/musta
","229,00 
                                        ",,jimms.fi/fi/Product/Show/117080/cc-9011074-ww/corsair-graphite-series-760t-arctic-white-ikkunallinen-atx-full-tornikotelo-valkoinen-musta
"
Antec New Solution NSK-4100, ATX -kotelo, musta
","52,80 
                                        ",,jimms.fi/fi/Product/Show/130941/0-761345-94480-9/antec-new-solution-nsk-4100-atx-kotelo-musta
"
Fractal Design Node 202 Mini-ITX -kotelo, musta + 450W virtalähde
","159,00 
                                        ",,jimms.fi/fi/Product/Show/142372/fd-mca-node-202-aa-eu/fractal-design-node-202-mini-itx-kotelo-musta-450w-virtalahde
"
Fractal Design Core 2300, ATX-kotelo, musta
","69,00 
                                        ",,jimms.fi/fi/Product/Show/106734/fd-ca-core-2300-bl/fractal-design-core-2300-atx-kotelo-musta
"
Raijintek COEUS EVO TC, ikkunallinen täystornikotelo, musta
","152,90 
                                        ","Karkaistulla lasilla höystetty valioyksilö!  
                                        ",jimms.fi/fi/Product/Show/140382/0r200071/raijintek-coeus-evo-tc-ikkunallinen-taystornikotelo-musta
"
Thermaltake Versa N27, ikkunallinen ATX-miditornikotelo, musta
","64,00 
                                        ","Komponentit valmiiksi kokoonpanoksi valjastaa Thermaltake!  
                                        ",jimms.fi/fi/Product/Show/141569/ca-1h6-00m1wn-00/thermaltake-versa-n27-ikkunallinen-atx-miditornikotelo-musta
"
Cooler Master Elite 130 Mini-ITX-kotelo, musta
","79,90 
                                        ",,jimms.fi/fi/Product/Show/82985/rc-130-kkn1/cooler-master-elite-130-mini-itx-kotelo-musta
"
Phanteks Enthoo EVOLV ATX Tempered Glass Edition, ikkunallinen miditornikotelo, harmaa
","199,00 
                                        ","Näyttävä kotelouutuus!  
                                        ",jimms.fi/fi/Product/Show/120794/ph-es515etg-ag/phanteks-enthoo-evolv-atx-tempered-glass-edition-ikkunallinen-miditornikotelo-harmaa
"
Raijintek STYX, ikkunallinen mATX-kotelo, valkoinen
","93,90 
                                        ","Raijintekin kotelot tarjoavat tyylikkään asuinsijan komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/133772/0r200037/raijintek-styx-ikkunallinen-matx-kotelo-valkoinen
"
Raijintek METIS PLUS, ikkunallinen Mini-ITX kotelo, valkoinen
","67,90 
                                        ","Puhdas innovaatio kohtaa klassisen designin!  
                                        ",jimms.fi/fi/Product/Show/140316/0r200061/raijintek-metis-plus-ikkunallinen-mini-itx-kotelo-valkoinen
"
Lian Li PC-Y6W Odyssey Yacht, Mini-ITX -kotelo, valkoinen
","401,90 
                                        ","Lian Lin avulla komponenttisi seilaavat onnellisina!  
                                        ",jimms.fi/fi/Product/Show/140950/pc-y6w/lian-li-pc-y6w-odyssey-yacht-mini-itx-kotelo-valkoinen
"
Lian Li PC-O8WBW, ikkunallinen E-ATX-täystornikotelo, musta/valkoinen
","459,90 
                                        ",,jimms.fi/fi/Product/Show/140968/pc-o8wbw/lian-li-pc-o8wbw-ikkunallinen-e-atx-taystornikotelo-musta-valkoinen
"
In Win 303C, ikkunallinen ATX-miditornikotelo, musta
","136,90 
                                        ","In Win 303C tarjoaa näyttävän ja yksityskohtaisen kotelon juuri Sinulle!  
                                        ",jimms.fi/fi/Product/Show/143452/303c-black/in-win-303c-ikkunallinen-atx-miditornikotelo-musta
"
BitFenix NOVA MESH TG, ikkunallinen E-ATX -miditornikotelo, musta
","68,90 
                                        ","Suosittu NOVA on täällä taas - entistäkin ehompana!  
                                        ",jimms.fi/fi/Product/Show/153211/bfc-nvm-300-kkgsk-rp/bitfenix-nova-mesh-tg-ikkunallinen-e-atx-miditornikotelo-musta
"
Raijintek METIS EVO ALS, Mini-ITX -kotelo, musta
","139,90 
                                        ","Erinomaisen ilmanvirtauksen mahdollistava SFF-kotelo!  
                                        ",jimms.fi/fi/Product/Show/155730/0r20b00166/raijintek-metis-evo-als-mini-itx-kotelo-musta
"
Kolink Outline, ikkunallinen miditornikotelo, musta
","73,90 
                                        ","Näyttävällä RGB-valaisulla höystetty koteloratkaisu!  
                                        ",jimms.fi/fi/Product/Show/156609/outline/kolink-outline-ikkunallinen-miditornikotelo-musta
"
Streacom BC1 Open Benchtable, avoin testipenkki, musta
","139,90 
                                        ","Helposti mukana kulkeva avoin testipenkki niin ammattilaisten kuin intoilijoidenkin makuun!  
                                        ",jimms.fi/fi/Product/Show/165588/st-bc1-1b/streacom-bc1-open-benchtable-avoin-testipenkki-musta
"
SilverStone mATX HTPC-kotelo, SST-ML02B-MXR Milo, musta, 120W
","197,90 
                                        ",,jimms.fi/fi/Product/Show/17319/sst-ml02b-mxr/silverstone-matx-htpc-kotelo-sst-ml02b-mxr-milo-musta-120w
"
BitFenix Neos, ATX-miditornikotelo, musta/sininen
","40,90 
                                        ",,jimms.fi/fi/Product/Show/98445/bfc-neo-100-kkxsb-rp/bitfenix-neos-atx-miditornikotelo-musta-sininen
"
Chieftec FN-03B, mATX -minitornikotelo, sis. 350W virtalähteen, musta
","89,90 
                                        ",,jimms.fi/fi/Product/Show/129179/fn-03b/chieftec-fn-03b-matx-minitornikotelo-sis-350w-virtalahteen-musta
"
be quiet! Silent Base 801 - Black, E-ATX-kotelo, musta
","146,90 
                                        ","Erinomaista hiljaisuutta ja käytettävyyttä!  
                                        ",jimms.fi/fi/Product/Show/146276/bg029/be-quiet-silent-base-801-black-e-atx-kotelo-musta
"
Phanteks Enthoo Pro M Special Edition, ikkunallinen miditornikotelo, musta/valkoinen
","120,90 
                                        ",,jimms.fi/fi/Product/Show/132984/ph-es515ptg-swt/phanteks-enthoo-pro-m-special-edition-ikkunallinen-miditornikotelo-musta-valkoinen
"
SilverStone Mini-ITX-kotelo, SST-SG05W-Lite USB3.0 Sugo, valkoinen
","50,90 
                                        ",,jimms.fi/fi/Product/Show/83974/sst-sg05w-lite-usb-3-0/silverstone-mini-itx-kotelo-sst-sg05w-lite-usb3_0-sugo-valkoinen
"
SilverStone SST-ML08B-H Milo, Mini-ITX kotelo kantokahvalla, musta
","99,90 
                                        ",,jimms.fi/fi/Product/Show/115276/sst-ml08b-h/silverstone-sst-ml08b-h-milo-mini-itx-kotelo-kantokahvalla-musta
"
Phanteks Enthoo EVOLV ITX Tempered Glass Edition, ikkunallinen Mini ITX -tornikotelo, musta/punainen
","83,90 
                                        ","Pieni koko, suuret ominaisuudet!  
                                        ",jimms.fi/fi/Product/Show/133006/ph-es215ptg-srd/phanteks-enthoo-evolv-itx-tempered-glass-edition-ikkunallinen-mini-itx-tornikotelo-musta-punainen
"
Lian Li PC-V3000WX, ikkunallinen E-ATX-täystornikotelo, musta
","468,90 
                                        ",,jimms.fi/fi/Product/Show/141456/pc-v3000wx/lian-li-pc-v3000wx-ikkunallinen-e-atx-taystornikotelo-musta
"
Lian Li LANCOOL ONE, ikkunallinen tornikotelo, musta
","94,90 
                                        ","Klassisen ja modernin yhdistyminen!  
                                        ",jimms.fi/fi/Product/Show/146108/lancool-one/lian-li-lancool-one-ikkunallinen-tornikotelo-musta
"
SilverStone Milo ML07, Mini-ITX kotelo, musta
","67,90 
                                        ",,jimms.fi/fi/Product/Show/98801/sst-ml07b/silverstone-milo-ml07-mini-itx-kotelo-musta
"
Lian Li DK-Q2X, pöytäkotelo yhdelle järjestelmälle, musta
","1 049,00 
                                        ",,jimms.fi/fi/Product/Show/141461/dk-q2x/lian-li-dk-q2x-poytakotelo-yhdelle-jarjestelmalle-musta
"
MSI MPG SEKIRA 500P, ikkunallinen E-ATX -miditornikotelo, musta
","189,00 
                                        ","Dominoi pimeyttä!  
                                        ",jimms.fi/fi/Product/Show/157415/306-7g05p21-w57/msi-mpg-sekira-500p-ikkunallinen-e-atx-miditornikotelo-musta
"
Chieftec Libra, miditower ilman virtalähdettä, 2x5,25"" 3x3,5"", 1x2,5""
","42,00 
                                        ",,jimms.fi/fi/Product/Show/88569/lt-01b/chieftec-libra-miditower-ilman-virtalahdetta-2x5_25-3x3_5-1x2_5
"
SilverStone Temjin TJ11, massiivinen ATX-kotelo, 2xPSU-paikka, musta
","579,90 
                                        ",,jimms.fi/fi/Product/Show/63989/sst-tj11b-w/silverstone-temjin-tj11-massiivinen-atx-kotelo-2xpsu-paikka-musta
"
Antec VSK-4000B-U3-U2, ATX -kotelo, musta
","52,00 
                                        ",,jimms.fi/fi/Product/Show/130933/0-761345-92048-3/antec-vsk-4000b-u3-u2-atx-kotelo-musta
"
be quiet! Pure Base 500 - Window Metallic Gray, ikkunallinen ATX-miditornikotelo, harmaa
","89,90 
                                        ","Erinomainen hinta-suorituskyky -suhde!  
                                        ",jimms.fi/fi/Product/Show/154439/bgw36/be-quiet-pure-base-500-window-metallic-gray-ikkunallinen-atx-miditornikotelo-harmaa
"
Aerocool Quartz Red, ikkunallinen miditornikotelo, musta
","61,90 
                                        ","Ensiluokkainen miditornikotelo!  
                                        ",jimms.fi/fi/Product/Show/166167/accm-pb07043-r1/aerocool-quartz-red-ikkunallinen-miditornikotelo-musta
"
SilverStone SST-SG11B, musta
","86,90 
                                        ",,jimms.fi/fi/Product/Show/110520/sst-sg11b/silverstone-sst-sg11b-musta
"
Raijintek METIS, ikkunallinen Mini-ITX -kotelo, valkoinen
","59,00 
                                        ",,jimms.fi/fi/Product/Show/120756/0r200040/raijintek-metis-ikkunallinen-mini-itx-kotelo-valkoinen
"
Lian Li PC-O5SW, ikkunallinen Mini-ITX -kotelo, valkoinen
","382,90 
                                        ",,jimms.fi/fi/Product/Show/140921/pc-o5sw/lian-li-pc-o5sw-ikkunallinen-mini-itx-kotelo-valkoinen
