Product,Price,Description,Url 
"
Jonsbo MOD3 White, ikkunallinen showcase-kotelo, valkoinen
","293,90 
                                        ","Kun haluat majoittaa kokoonpanosi näyttävästi!  
                                        ",jimms.fi/fi/Product/Show/162302/mod3-white/jonsbo-mod3-white-ikkunallinen-showcase-kotelo-valkoinen
"
Jonsbo TR03-A Silver, ikkunallinen ATX-kotelo, hopea/musta
","262,90 
                                        ","Näyttävä kotelovaihtoehto raudalla flexailuun!  
                                        ",jimms.fi/fi/Product/Show/164901/tr03-a-silver/jonsbo-tr03-a-silver-ikkunallinen-atx-kotelo-hopea-musta
"
Lian Li DK-02X, pöytäkotelo kahdelle järjestelmälle, mITX, E-ATX, Musta
","1 299,00 
                                        ",,jimms.fi/fi/Product/Show/109481/dk-02x/lian-li-dk-02x-poytakotelo-kahdelle-jarjestelmalle-mitx-e-atx-musta
"
Fantec TCG-4860X07-1, 19"" serverikotelo, 4U, musta
","299,00 
                                        ",,jimms.fi/fi/Product/Show/127291/3214/fantec-tcg-4860x07-1-19-serverikotelo-4u-musta
"
Fractal Design Meshify S2 - Tempered Glass, ikkunallinen E-ATX -tornikotelo, valkoinen/musta
","169,90 
                                        ","Kun haluat mennä suorituskyky edellä!  
                                        ",jimms.fi/fi/Product/Show/148397/fd-ca-mesh-s2-wt-tgc/fractal-design-meshify-s2-tempered-glass-ikkunallinen-e-atx-tornikotelo-valkoinen-musta
"
Jonsbo A4 Black, ikkunallinen Mini-ITX -kotelo, musta
","157,90 
                                        ","Kun haaveissasi siintää suorituskykyinen Mini-ITX -kokoonpano!  
                                        ",jimms.fi/fi/Product/Show/163418/a4-black/jonsbo-a4-black-ikkunallinen-mini-itx-kotelo-musta
"
BitFenix Nova, ATX-miditornikotelo ikkunalla, musta
","41,90 
                                        ",,jimms.fi/fi/Product/Show/115992/bfx-nov-100-kkwsk-rp/bitfenix-nova-atx-miditornikotelo-ikkunalla-musta
"
Cooler Master MasterBox TD500 Mesh White w/ controller, ikkunallinen ATX-miditornikotelo, valkoinen
","179,00 
                                        ","Erinomaisesti armoton!  
                                        ",jimms.fi/fi/Product/Show/160357/mcb-d500d-wgnn-s01/cooler-master-masterbox-td500-mesh-white-w-controller-ikkunallinen-atx-miditornikotelo-valkoinen
"
Fractal Design Era ITX Carbon - TG, Mini-ITX -kotelo, musta
","179,90 
                                        ","Pieni kotelo - suuri kokonaisuus!  
                                        ",jimms.fi/fi/Product/Show/160946/fd-ca-era-itx-bk/fractal-design-era-itx-carbon-tg-mini-itx-kotelo-musta
"
Fractal Design Era ITX Cobalt - TG, Mini-ITX -kotelo, sininen
","179,90 
                                        ","Pieni kotelo - suuri kokonaisuus!  
                                        ",jimms.fi/fi/Product/Show/160948/fd-ca-era-itx-bu/fractal-design-era-itx-cobalt-tg-mini-itx-kotelo-sininen
"
MSI MPG GUNGNIR 110R, ikkunallinen miditornikotelo, musta
","99,00 
                                        ","Pelaa tyylillä!  
                                        ",jimms.fi/fi/Product/Show/165632/mpg-gungnir-110r/msi-mpg-gungnir-110r-ikkunallinen-miditornikotelo-musta
"
Jonsbo UMX1 PLUS Black, ikkunallinen Mini-ITX -kotelo, musta
","99,90 
                                        ","Kun haluat majoittaa Mini-ITX -settisi tyylillä!  
                                        ",jimms.fi/fi/Product/Show/162320/umx1plus-black/jonsbo-umx1-plus-black-ikkunallinen-mini-itx-kotelo-musta
"
Lian Li LANCOOL 205, ikkunallinen miditornikotelo, valkoinen
","79,00 
                                        ","Toteuta itseäsi vaivatta!  
                                        ",jimms.fi/fi/Product/Show/162882/lancool-205-white/lian-li-lancool-205-ikkunallinen-miditornikotelo-valkoinen
"
Jonsbo MOD3 Grey, ikkunallinen showcase-kotelo, harmaa
","293,90 
                                        ","Kun haluat majoittaa kokoonpanosi näyttävästi!  
                                        ",jimms.fi/fi/Product/Show/162304/mod3-grey/jonsbo-mod3-grey-ikkunallinen-showcase-kotelo-harmaa
"
Jonsbo TR03-A Black, ikkunallinen ATX-kotelo, musta
","262,90 
                                        ","Näyttävä kotelovaihtoehto raudalla flexailuun!  
                                        ",jimms.fi/fi/Product/Show/164903/tr03-a-black/jonsbo-tr03-a-black-ikkunallinen-atx-kotelo-musta
"
SilverStone Mini-ITX-kotelo, SST-SG05B-Lite USB3.0 Sugo, musta
","49,90 
                                        ",,jimms.fi/fi/Product/Show/80023/sst-sg05bb-lite-usb-3-0/silverstone-mini-itx-kotelo-sst-sg05b-lite-usb3_0-sugo-musta
"
Raijintek PAEAN M, mATX -työpenkki-/näyttelykotelo, musta
","94,90 
                                        ","Näyttävä ja käytännöllinen puoliavoin design!  
                                        ",jimms.fi/fi/Product/Show/140385/0r200068/raijintek-paean-m-matx-tyopenkki-nayttelykotelo-musta
"
Fractal Design Define S Black Pearl, ATX-kotelo
","99,00 
                                        ",,jimms.fi/fi/Product/Show/111293/fd-ca-def-s-bk/fractal-design-define-s-black-pearl-atx-kotelo
"
SilverStone ML09 Milo Mini-ITX -kotelo, musta
","69,90 
                                        ","Erinomainen pohjaratkaisu esim. HTPC -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/120609/sst-ml09b/silverstone-ml09-milo-mini-itx-kotelo-musta
"
Singularity Computers Spectre 2.0, puoliavoin miditornikotelo, valkoinen
","1 574,00 
                                        ","Äärimmäisen näyttävä kotelovaihtoehto, kun haluat erottua massasta!  
                                        ",jimms.fi/fi/Product/Show/160499/sc-spectre-wh/singularity-computers-spectre-2_0-puoliavoin-miditornikotelo-valkoinen
"
Phanteks Enthoo PRO, ikkunallinen ATX-täystornikotelo, musta
","109,90 
                                        ",,jimms.fi/fi/Product/Show/137847/ph-es614ptg-bk/phanteks-enthoo-pro-ikkunallinen-atx-taystornikotelo-musta
"
Phanteks Enthoo EVOLV X, ikkunallinen miditornikotelo, musta
","219,00 
                                        ","Näyttävä kotelouutuus!  
                                        ",jimms.fi/fi/Product/Show/144445/ph-es518xtg-dbk01/phanteks-enthoo-evolv-x-ikkunallinen-miditornikotelo-musta
"
SilverStone RM400 -serverikotelo, 4U, musta/harmaa
","169,90 
                                        ","Suorituskykyinen serverikotelo ammattilaisympäristöihin!  
                                        ",jimms.fi/fi/Product/Show/150438/sst-rm400/silverstone-rm400-serverikotelo-4u-musta-harmaa
"
Antec Striker, puoliavoin ITX-minitornikotelo, valkoinen/musta
","299,00 
                                        ","Minikokoinen, mutta uskomaton!  
                                        ",jimms.fi/fi/Product/Show/155137/0-761345-80032-7/antec-striker-puoliavoin-itx-minitornikotelo-valkoinen-musta
"
Jonsbo RM2 Black -miditornikotelo, musta
","83,90 
                                        ","Tyylikäs alumiinikoti kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/162309/rm2-black/jonsbo-rm2-black-miditornikotelo-musta
"
Aerocool Stark Mini, mATX-kotelo, musta
","31,90 
                                        ","Näppärä peruskotelo pienemmille kokoonpanoille!  
                                        ",jimms.fi/fi/Product/Show/165988/accs-si05014-11/aerocool-stark-mini-matx-kotelo-musta
"
Lian Li PC-O11WXG ROG Edition, ikkunallinen E-ATX -miditornikotelo, harmaa/musta
","324,90 
                                        ","Uusi karkaistun lasin kuningas ROG -kuvioinnilla!  
                                        ",jimms.fi/fi/Product/Show/131574/pc-o11wgx/lian-li-pc-o11wxg-rog-edition-ikkunallinen-e-atx-miditornikotelo-harmaa-musta
"
In Win 301 Micro-ATX kotelo lasi-ikkunalla, valkoinen
","94,90 
                                        ","Näyttävä mATX-kotelo karkaistusta lasista valmistetulla sivuikkunalla!  
                                        ",jimms.fi/fi/Product/Show/132051/301-white/in-win-301-micro-atx-kotelo-lasi-ikkunalla-valkoinen
"
be quiet! Dark Base Pro 900 rev. 2, ikkunallinen E-ATX -kotelo, musta/oranssi
","269,90 
                                        ","Erinomaista joustavuutta ja hiljaisuutta!  
                                        ",jimms.fi/fi/Product/Show/143903/bgw14/be-quiet-dark-base-pro-900-rev-2-ikkunallinen-e-atx-kotelo-musta-oranssi
"
Kolink Balance, ikkunallinen miditornitornikotelo, musta
","57,90 
                                        ","Löydä elämääsi tasapaino Kolinkin avulla!  
                                        ",jimms.fi/fi/Product/Show/160038/balance/kolink-balance-ikkunallinen-miditornitornikotelo-musta
"
Fractal Design Era ITX Titanium Gray - Walnut, Mini-ITX -kotelo, titaaninharmaa
","179,90 
                                        ","Pieni kotelo - suuri kokonaisuus!  
                                        ",jimms.fi/fi/Product/Show/160945/fd-ca-era-itx-gy/fractal-design-era-itx-titanium-gray-walnut-mini-itx-kotelo-titaaninharmaa
"
Toten 19"" seinäkaappi, 6U, 600x600, lasiovi+takaovi, musta
","262,00 
                                        ",,jimms.fi/fi/Product/Show/78784/19-6606/toten-19-seinakaappi-6u-600x600-lasiovi-takaovi-musta
"
SilverStone ATX HTPC -kotelo, SST-GD10B Grandia Desktop, musta
","99,00 
                                        ",,jimms.fi/fi/Product/Show/108162/sst-gd10b/silverstone-atx-htpc-kotelo-sst-gd10b-grandia-desktop-musta
"
Lian Li DK-05F -pöytäkotelo kahdelle järjestelmälle, korkeusäädettävä, musta
","2 098,90 
                                        ","Uudelleenmäärittele High-end ja luksus!  
                                        ",jimms.fi/fi/Product/Show/161279/dk-05fx/lian-li-dk-05f-poytakotelo-kahdelle-jarjestelmalle-korkeusaadettava-musta
"
Jonsbo T8 Black, ikkunallinen Mini-ITX -kotelo, musta
","94,90 
                                        ","Näppärä pikkukotelo käytännöllisellä kahvalla varustettuna!  
                                        ",jimms.fi/fi/Product/Show/162314/t8-black/jonsbo-t8-black-ikkunallinen-mini-itx-kotelo-musta
"
Jonsbo U1 PLUS Silver, ikkunallinen Mini-ITX -kotelo, hopea
","73,90 
                                        ","Kun kaipaat laatua, valitse Jonsbo!  
                                        ",jimms.fi/fi/Product/Show/162347/u1plus-silver/jonsbo-u1-plus-silver-ikkunallinen-mini-itx-kotelo-hopea
"
Phanteks Enthoo EVOLV ITX, mITX-tornikotelo, musta
","72,90 
                                        ",,jimms.fi/fi/Product/Show/110553/ph-es215pc-bk/phanteks-enthoo-evolv-itx-mitx-tornikotelo-musta
"
Thermaltake View 31 Tempered Glass RGB Edition, ikkunallinen ATX -miditornikotelo, musta
","149,00 
                                        ","Näyttävä kotelointiratkaisu komponenttiesi majapaikaksi!  
                                        ",jimms.fi/fi/Product/Show/129178/ca-1h8-00m1wn-01/thermaltake-view-31-tempered-glass-rgb-edition-ikkunallinen-atx-miditornikotelo-musta
"
Antec P120 Crystal, ikkunallinen E-ATX -miditornikotelo, musta
","117,00 
                                        ","Klassikko, mutta paljon parempi!  
                                        ",jimms.fi/fi/Product/Show/158357/0-761345-81200-9/antec-p120-crystal-ikkunallinen-e-atx-miditornikotelo-musta
"
Jonsbo U5 Silver, ikkunallinen miditornikotelo, hopea/musta
","132,90 
                                        ","Näyttävä koti kokoonpanollesi Jonsbolta!  
                                        ",jimms.fi/fi/Product/Show/165566/u5s-silver/jonsbo-u5-silver-ikkunallinen-miditornikotelo-hopea-musta
"
be quiet! Pure Base 600 - Window Orange, ikkunallinen ATX-miditornikotelo, musta/oranssi
","99,90 
                                        ","Poikkeuksellisen hiljainen ja toiminnallinen!  
                                        ",jimms.fi/fi/Product/Show/142192/bgw20/be-quiet-pure-base-600-window-orange-ikkunallinen-atx-miditornikotelo-musta-oranssi
"
Raijintek ERIS EVO, ikkunallinen täystornikotelo, musta
","349,90 
                                        ","Tämä kotelo on täyttä hardcorea!  
                                        ",jimms.fi/fi/Product/Show/156209/0r20b00172/raijintek-eris-evo-ikkunallinen-taystornikotelo-musta
"
Phanteks Eclipse P400S - Tempered Glass Edition, ikkunallinen miditornikotelo, musta
","97,80 
                                        ","Tyylikäs ja ominaisuuksiltaan rikas kotelovaihtoehto joka tarjoaa mm. karkaistusta lasista valmistetun sivupaneelin!  
                                        ",jimms.fi/fi/Product/Show/124863/ph-ec416pstg-bk/phanteks-eclipse-p400s-tempered-glass-edition-ikkunallinen-miditornikotelo-musta
"
Deepcool DUKASE Liquid, nestejäähdytetty ikkunallinen ATX-kotelo, musta
","192,90 
                                        ","Intel LGA 115x/1366/2011(-v3) | AMD FM1/FM2(+)/AM2(+)/AM3(+)  
                                        ",jimms.fi/fi/Product/Show/128201/dp-atx-dukbk-liquid/deepcool-dukase-liquid-nestejaahdytetty-ikkunallinen-atx-kotelo-musta
"
Cooler Master MasterCase SL600M, ikkunallinen ATX-kotelo, hopea/musta
","209,90 
                                        ","Ensiluokkaista tyyliä kokoonpanosi majataloksi!  
                                        ",jimms.fi/fi/Product/Show/148118/mcm-sl600m-sgnn-s00/cooler-master-mastercase-sl600m-ikkunallinen-atx-kotelo-hopea-musta
"
SilverStone LD03 Lucid Series, ikkunallinen Mini-DTX/Mini-ITX -kotelo, musta
","109,90 
                                        ","Näyttävä ja virkistävästi erilainen koteloratkaisu!  
                                        ",jimms.fi/fi/Product/Show/151913/sst-ld03b/silverstone-ld03-lucid-series-ikkunallinen-mini-dtx-mini-itx-kotelo-musta
"
Jonsbo V4 Silver, mATX-kuutiokotelo, hopea
","57,90 
                                        ","Ajattoman tyylikäs alumiinikotelo astetta pienemmille kokoonpanoille!  
                                        ",jimms.fi/fi/Product/Show/162356/v4-silver/jonsbo-v4-silver-matx-kuutiokotelo-hopea
"
Lian Li PC-Q37, ikkunallinen Mini-ITX -kotelo, musta
","249,90 
                                        ","Moderni koteloratkaisu Mini-ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/126363/pc-q37wx/lian-li-pc-q37-ikkunallinen-mini-itx-kotelo-musta
"
Lian Li PC-Y6B Odyssey Yacht, Mini-ITX -kotelo, musta
","394,90 
                                        ","Lian Lin avulla komponenttisi seilaavat onnellisina!  
                                        ",jimms.fi/fi/Product/Show/140947/pc-y6b/lian-li-pc-y6b-odyssey-yacht-mini-itx-kotelo-musta
"
SilverStone Grandia GD05B HTPC-kotelo, Micro ATX, Musta
","112,00 
                                        ",,jimms.fi/fi/Product/Show/37325/sst-gd05b-usb-3-0/silverstone-grandia-gd05b-htpc-kotelo-micro-atx-musta
"
Deepcool Baronkase Liquid, ikkunallinen mATX -kotelo vesijäähdytyksellä, musta
","149,00 
                                        ","Näyttävä kotelovaihtoehto esiasennetulla vesijäähdytysratkaisulla!  
                                        ",jimms.fi/fi/Product/Show/137113/dp-matx-bnksbk-lqd/deepcool-baronkase-liquid-ikkunallinen-matx-kotelo-vesijaahdytyksella-musta
"
Aerocool V2X Advance - Blue Edition, ATX -miditornikotelo, musta/sininen
","32,90 
                                        ","Tyylikäs peruskotelo sopuisaan hintaan!  
                                        ",jimms.fi/fi/Product/Show/136693/en52681/aerocool-v2x-advance-blue-edition-atx-miditornikotelo-musta-sininen
"
SilentiumPC Astrum AT6V EVO TG ARGB, ikkunallinen tornikotelo, musta
","109,90 
                                        ","SilentiumPC majoittaa komponenttisi näyttävästi!  
                                        ",jimms.fi/fi/Product/Show/161050/spc264/silentiumpc-astrum-at6v-evo-tg-argb-ikkunallinen-tornikotelo-musta
"
In Win 301 Micro-ATX kotelo lasi-ikkunalla, musta
","94,90 
                                        ","Näyttävä mATX-kotelo karkaistusta lasista valmistetulla sivuikkunalla!  
                                        ",jimms.fi/fi/Product/Show/132050/301-black/in-win-301-micro-atx-kotelo-lasi-ikkunalla-musta
"
Fractal Design Define R6 USB-C - Gunmetal - Tempered Glass, ikkunallinen E-ATX-tornikotelo, metallinharmaa
","164,90 
                                        ","Ainoastaan mielikuvituksesi on rajana!  
                                        ",jimms.fi/fi/Product/Show/144262/fd-ca-def-r6c-gy-tgl/fractal-design-define-r6-usb-c-gunmetal-tempered-glass-ikkunallinen-e-atx-tornikotelo-metallinharmaa
"
Fractal Design Meshify S2 - Tempered Glass - Light Tint, ikkunallinen E-ATX -tornikotelo, musta
","164,90 
                                        ","Kun haluat mennä suorituskyky edellä!  
                                        ",jimms.fi/fi/Product/Show/148396/fd-ca-mesh-s2-bko-tgl/fractal-design-meshify-s2-tempered-glass-light-tint-ikkunallinen-e-atx-tornikotelo-musta
"
SilverStone CS381, mATX-kotelo, musta
","317,90 
                                        ","Hulppea määrä tilaa tallennuksen saralla!  
                                        ",jimms.fi/fi/Product/Show/152741/sst-cs381/silverstone-cs381-matx-kotelo-musta
"
SilentiumPC Astrum AT6V TG, ikkunallinen tornikotelo, musta
","79,90 
                                        ","SilentiumPC majoittaa komponenttisi näyttävästi!  
                                        ",jimms.fi/fi/Product/Show/161049/spc263/silentiumpc-astrum-at6v-tg-ikkunallinen-tornikotelo-musta
"
Jonsbo QT01 -miditornikotelo, musta
","94,90 
                                        ","Hiljainen laatukotelo houkuttelevaan hintaan!  
                                        ",jimms.fi/fi/Product/Show/162312/qt01/jonsbo-qt01-miditornikotelo-musta
"
Streacom DA2B V2, Mini-ITX -kotelo, hopea
","224,90 
                                        ","Suorituskykyinen kompaktius entistä ehompana!  
                                        ",jimms.fi/fi/Product/Show/165578/st-da2s-v2/streacom-da2b-v2-mini-itx-kotelo-hopea
"
BitFenix Neos, ATX-miditornikotelo ikkunalla, musta/kulta
","45,90 
                                        ",,jimms.fi/fi/Product/Show/98455/bfc-neo-100-kkwka-rp/bitfenix-neos-atx-miditornikotelo-ikkunalla-musta-kulta
"
Deepcool CL500, ikkunallinen miditornikotelo, musta/harmaa
","79,90 
                                        ","Muoto seuraa toimintoa.  
                                        ",jimms.fi/fi/Product/Show/165812/r-cl500-bknma1n-g-1/deepcool-cl500-ikkunallinen-miditornikotelo-musta-harmaa
"
Lian Li LANCOOL 205, ikkunallinen miditornikotelo, musta
","79,00 
                                        ","Toteuta itseäsi vaivatta!  
                                        ",jimms.fi/fi/Product/Show/162880/lancool-205-black/lian-li-lancool-205-ikkunallinen-miditornikotelo-musta
"
Lian Li PC-O11WW, ikkunallinen E-ATX -miditornikotelo, valkoinen
","275,90 
                                        ","Kaksoiskammiollisella desingilla varustettu laadukas koti komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/140774/pc-o11ww/lian-li-pc-o11ww-ikkunallinen-e-atx-miditornikotelo-valkoinen
"
be quiet! Silent Base 601, ATX-kotelo, musta
","125,90 
                                        ","Erinomaista hiljaisuutta ja käytettävyyttä!  
                                        ",jimms.fi/fi/Product/Show/145767/bg026/be-quiet-silent-base-601-atx-kotelo-musta
"
In Win A1 Plus, ikkunallinen Mini-ITX -kotelo, valkoinen
","229,90 
                                        ","Hienoa yksityiskohtaisuutta katosta pohjaan saakka! | Sis. 650W virtalähteen!  
                                        ",jimms.fi/fi/Product/Show/153725/a1-plus-white/in-win-a1-plus-ikkunallinen-mini-itx-kotelo-valkoinen
"
Akasa Turing FX, tuulettimeton NUC-kotelo, musta
","139,00 
                                        ","Kapaloi NUCcisi Akasan huomaan!  
                                        ",jimms.fi/fi/Product/Show/160363/a-nuc52-m1b/akasa-turing-fx-tuulettimeton-nuc-kotelo-musta
"
In Win Chopin, Mini-ITX -kotelo, 150W virtalähde, hopea/musta
","99,00 
                                        ","Pieni, älykäs, sulavalinjainen ja mahtava!  
                                        ",jimms.fi/fi/Product/Show/138953/bq696-silver/in-win-chopin-mini-itx-kotelo-150w-virtalahde-hopea-musta
"
Jonsbo UMX4 Silver, ikkunallinen miditornikotelo, hopea
","141,90 
                                        ","Kun haluat laatua, valitse Jonsbo!  
                                        ",jimms.fi/fi/Product/Show/162329/umx4-silver/jonsbo-umx4-silver-ikkunallinen-miditornikotelo-hopea
"
Phanteks Enthoo EVOLV ITX Tempered Glass Edition, ikkunallinen Mini ITX -tornikotelo, valkoinen/musta
","94,90 
                                        ","Pieni koko, suuret ominaisuudet!  
                                        ",jimms.fi/fi/Product/Show/133010/ph-es215ptg-wt/phanteks-enthoo-evolv-itx-tempered-glass-edition-ikkunallinen-mini-itx-tornikotelo-valkoinen-musta
"
Corsair Carbide Series SPEC-04, Gaming miditornikotelo, musta/punainen
","56,90 
                                        ",,jimms.fi/fi/Product/Show/129995/cc-9011107-ww/corsair-carbide-series-spec-04-gaming-miditornikotelo-musta-punainen
"
SilverStone Redline RL06BR-PRO, ikkunallinen ATX-kotelo, musta/punainen
","93,90 
                                        ","Näyttävä ja käytännöllinen koteloehdokas SilverStonelta! Sisältää 3 kpl LED-tuulettimia!  
                                        ",jimms.fi/fi/Product/Show/126880/sst-rl06br-pro/silverstone-redline-rl06br-pro-ikkunallinen-atx-kotelo-musta-punainen
"
Fractal Design Focus G, ikkunallinen ATX -kotelo, harmaa/musta
","55,90 
                                        ","Ajattoman tyylikäs Focus G -koteloperhe tarjoaa komponenteillesi verrattoman kodin!  
                                        ",jimms.fi/fi/Product/Show/134398/fd-ca-focus-gy-w/fractal-design-focus-g-ikkunallinen-atx-kotelo-harmaa-musta
"
Lian Li DK-Q1X, pöytäkotelo yhdelle järjestelmälle, musta
","839,00 
                                        ",,jimms.fi/fi/Product/Show/141465/dk-q1x/lian-li-dk-q1x-poytakotelo-yhdelle-jarjestelmalle-musta
"
Thermaltake Level 20 MT ARGB, ikkunallinen ATX-miditornikotelo, musta
","139,00 
                                        ","Komponentit valmiiksi kokoonpanoksi valjastaa Thermaltake! | Näyttävä RGB-valaisu!  
                                        ",jimms.fi/fi/Product/Show/150266/ca-1m7-00m1wn-00/thermaltake-level-20-mt-argb-ikkunallinen-atx-miditornikotelo-musta
"
NZXT H210i, ikkunallinen Mini-ITX -kotelo, mattamusta/punainen
","134,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151664/ca-h210i-br/nzxt-h210i-ikkunallinen-mini-itx-kotelo-mattamusta-punainen
"
SilverStone Milo ML05 Slim HTPC-kotelo, Mini-ITX, musta
","57,00 
                                        ",,jimms.fi/fi/Product/Show/83978/sst-ml05b-usb-3-0/silverstone-milo-ml05-slim-htpc-kotelo-mini-itx-musta
"
Chieftec Mesh mATX-kotelo
","49,00 
                                        ",,jimms.fi/fi/Product/Show/94701/ct-01b-op/chieftec-mesh-matx-kotelo
"
In Win 904 PLUS, ATX-miditornikotelo, Musta
","229,00 
                                        ",,jimms.fi/fi/Product/Show/115323/904-plus-bk/in-win-904-plus-atx-miditornikotelo-musta
"
Chieftec UNC-210T-B, 19"" räkkiasennettava ATX-serverikotelo, 2U, musta/harmaa
","150,00 
                                        ","Ei sisällä virtalähdettä!  
                                        ",jimms.fi/fi/Product/Show/155003/unc-210t-b-u3-op/chieftec-unc-210t-b-19-rakkiasennettava-atx-serverikotelo-2u-musta-harmaa
"
Lian Li TU150A, alumiininen Mini-ITX -kotelo, hopea
","115,90 
                                        ","Mukana kuljetettava ja tehokas pikkukotelo juuri Sinun kokoonpanollesi! | Ikkunaton versio!  
                                        ",jimms.fi/fi/Product/Show/157255/tu150a/lian-li-tu150a-alumiininen-mini-itx-kotelo-hopea
"
BitFenix Aurora, ikkunallinen E-ATX -kotelo, valkoinen
","102,90 
                                        ","Tyylikäs kotelovaihtoehto kattavin ja näyttävin ominaisuuksin!  
                                        ",jimms.fi/fi/Product/Show/122927/bfc-ara-300-wkwkk-rp/bitfenix-aurora-ikkunallinen-e-atx-kotelo-valkoinen
"
Phanteks Enthoo Evolv Shift X, ikkunallinen Mini ITX -kotelo, harmaa
","169,00 
                                        ","Äärimmäisen näyttävä kotelovaihtoehto Mini ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/132491/ph-es217xe-ag/phanteks-enthoo-evolv-shift-x-ikkunallinen-mini-itx-kotelo-harmaa
"
Lian Li PC-O11WXC, ikkunallinen E-ATX -miditornikotelo, musta
","225,90 
                                        ","Uusi karkaistun lasin kuningas!  
                                        ",jimms.fi/fi/Product/Show/133829/pc-o11wxc/lian-li-pc-o11wxc-ikkunallinen-e-atx-miditornikotelo-musta
"
Cooler Master MasterBox E300L, mATX-kotelo, musta/hopea
","44,90 
                                        ","Valitse tyylisi!  
                                        ",jimms.fi/fi/Product/Show/143339/mcb-e300l-kn5n-b02/cooler-master-masterbox-e300l-matx-kotelo-musta-hopea
"
In Win A1 Plus, ikkunallinen Mini-ITX -kotelo, musta
","229,90 
                                        ","Hienoa yksityiskohtaisuutta katosta pohjaan saakka! | Sis. 650W virtalähteen!  
                                        ",jimms.fi/fi/Product/Show/153745/a1-plus-black/in-win-a1-plus-ikkunallinen-mini-itx-kotelo-musta
"
NZXT H200i, ikkunallinen Mini-ITX -kotelo, mattamusta/punainen
","129,90 
                                        ","Näyttävä ja älykäs H200i tarjoaa erinomaisen kodin kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/135604/ca-h200w-br/nzxt-h200i-ikkunallinen-mini-itx-kotelo-mattamusta-punainen
"
Phanteks Eclipse P600S - Tempered Glass Edition, ikkunallinen miditornikotelo, satiinin musta
","157,90 
                                        ","Onko juttusi hiljaisuus vai suorituskyky - valitse kulloinkin kaipaamasi tila! | Ikkunallinen malli  
                                        ",jimms.fi/fi/Product/Show/148388/ph-ec600pstg-bk01/phanteks-eclipse-p600s-tempered-glass-edition-ikkunallinen-miditornikotelo-satiinin-musta
"
Fractal Design Era ITX Gold - TG, Mini-ITX -kotelo, kulta
","179,90 
                                        ","Pieni kotelo - suuri kokonaisuus!  
                                        ",jimms.fi/fi/Product/Show/160947/fd-ca-era-itx-chp/fractal-design-era-itx-gold-tg-mini-itx-kotelo-kulta
"
SilverStone Mammoth, IP43 ja pölysuojattu tornikotelo, musta
","333,00 
                                        ",,jimms.fi/fi/Product/Show/114012/sst-mm01b/silverstone-mammoth-ip43-ja-polysuojattu-tornikotelo-musta
"
Antec Cube EKWB-Mini Cube, mini-ITX kotelo, musta/RGB
","229,90 
                                        ",,jimms.fi/fi/Product/Show/130981/0-761345-15910-4/antec-cube-ekwb-mini-cube-mini-itx-kotelo-musta-rgb
"
be quiet! Dark Base 900 - Black, E-ATX-tornikotelo, musta
","199,90 
                                        ","Poikkeuksellista joustavuutta ja hiljaisuutta!  
                                        ",jimms.fi/fi/Product/Show/142210/bg011/be-quiet-dark-base-900-black-e-atx-tornikotelo-musta
"
Kolink Punisher, ikkunallinen ATX-miditornikotelo, valkoinen
","52,90 
                                        ","Dominoiva design kolmella esiasennetulla LED-tuulettimella!  
                                        ",jimms.fi/fi/Product/Show/139982/punisher-w/kolink-punisher-ikkunallinen-atx-miditornikotelo-valkoinen
"
Phanteks Eclipse P350X, ikkunallinen E-ATX-miditornikotelo, musta
","79,90 
                                        ","Digitaalinen RGB valaiskoon tulevaisuuttasi!  
                                        ",jimms.fi/fi/Product/Show/142221/ph-ec350ptg-dbk/phanteks-eclipse-p350x-ikkunallinen-e-atx-miditornikotelo-musta
"
NZXT H210, ikkunallinen Mini-ITX -kotelo, mattamusta/musta
","105,00 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151656/ca-h210b-b1/nzxt-h210-ikkunallinen-mini-itx-kotelo-mattamusta-musta
"
HG-Computers Osmi 3.1 alumiininen mITX-kotelo, valkoinen
","241,40 
                                        ","Tyyli rakentuu pienistä palikoista!  
                                        ",jimms.fi/fi/Product/Show/162593/0793591539041/hg-computers-osmi-3_1-alumiininen-mitx-kotelo-valkoinen
"
SilverStone SST-RVZ02 Raven, Mini-ITX kotelo, musta
","98,90 
                                        ",,jimms.fi/fi/Product/Show/115274/sst-rvz02b/silverstone-sst-rvz02-raven-mini-itx-kotelo-musta
"
Deepcool GENOME II, ikkunallinen ATX-miditornikotelo integroidulla vesijäähdyksellä, valkoinen/sininen
","257,00 
                                        ",,jimms.fi/fi/Product/Show/123633/genome-v2-wh-bl/deepcool-genome-ii-ikkunallinen-atx-miditornikotelo-integroidulla-vesijaahdyksella-valkoinen-sininen
